,origin_id,lat,lon
744,483098199,31.2211965,121.4807919
745,483098227,31.2201578,121.4814791
746,483098387,31.2197499,121.4829122
747,483098392,31.2193836,121.4819568
748,483098883,31.2204587,121.4825296
749,483099095,31.2193150,121.4831219
750,483099864,31.2195759,121.4855707
751,483099888,31.2202512,121.4850657
752,483101455,31.2173871,121.4812825
753,483103066,31.2135207,121.4786496
754,483103082,31.2133838,121.4786709
755,483103101,31.2167260,121.4789521
756,483103124,31.2143334,121.4784120
757,483103127,31.2148860,121.4782214
758,483103130,31.2155039,121.4781320
759,483103133,31.2157980,121.4781587
760,483103137,31.2159630,121.4782403
761,483103140,31.2163783,121.4786202
762,483103143,31.2165147,121.4787377
763,483103146,31.2172622,121.4791930
764,483103149,31.2176659,121.4793046
765,483103362,31.2133636,121.4773992
766,483103400,31.2131932,121.4774692
767,483106120,31.2149573,121.4768756
768,483106129,31.2153666,121.4781423
769,483106139,31.2157135,121.4792452
770,483106759,31.2182315,121.4761147
771,483107387,31.2161231,121.4772121
772,483107860,31.2153244,121.4767211
773,483108069,31.2142134,121.4784557
774,483108077,31.2145110,121.4798314
