id,oneway,category,nodes
739,False,residential,"['1316623595', '1316623614']"
740,False,residential,"['1316623595', '773662836']"
741,False,residential,"['773662836', '1316623595']"
742,False,residential,"['773662836', '1316623678']"
743,False,residential,"['1316623678', '773662836']"
744,False,residential,"['1316623678', '1316623305', '1316623425']"
745,False,residential,"['1316623425', '1316623305', '1316623678']"
746,False,residential,"['1316623425', '481387485']"
747,False,residential,"['481387485', '1316623425']"
748,False,residential,"['481387485', '1316623505']"
749,False,residential,"['1316623505', '481387485']"
750,False,residential,"['1316623505', '1316623736']"
751,False,residential,"['1316623736', '1316623505']"
752,False,residential,"['1316623736', '1316623346']"
753,False,residential,"['1316623346', '1316623736']"
754,False,residential,"['1316623346', '481387488', '1316623287']"
755,False,residential,"['1316623287', '481387488', '1316623346']"
756,False,residential,"['1316623287', '1316623323']"
757,False,residential,"['1316623323', '1316623287']"
758,False,residential,"['1316623323', '152848312']"
759,False,residential,"['152848312', '1316623323']"
760,False,residential,"['385113791', '475978022']"
761,False,residential,"['475978022', '385113791']"
762,False,residential,"['475978022', '1316623387']"
763,False,residential,"['1316623387', '475978022']"
764,False,residential,"['1316623387', '1316623701']"
765,False,residential,"['1316623701', '1316623387']"
766,False,residential,"['1316623701', '1316623490']"
767,False,residential,"['1316623490', '1316623701']"
768,False,residential,"['1316623490', '1316623591']"
769,False,residential,"['1316623591', '1316623490']"
770,False,residential,"['1316623591', '481387485']"
771,False,residential,"['481387485', '1316623591']"
772,False,residential,"['481387485', '1316623332']"
773,False,residential,"['1316623332', '481387485']"
774,False,residential,"['1316623332', '6594039689']"
775,False,residential,"['6594039689', '1316623332']"
776,False,residential,"['6594039689', '475978024', '6594039688']"
777,False,residential,"['6594039688', '475978024', '6594039689']"
778,False,residential,"['6594039688', '1316623473']"
779,False,residential,"['1316623473', '6594039688']"
780,False,residential,"['1316623473', '6594039687']"
781,False,residential,"['6594039687', '1316623473']"
782,False,residential,"['6594039687', '475978025']"
783,False,residential,"['475978025', '6594039687']"
784,False,service,"['475977519', '1317670954']"
785,False,service,"['1317670954', '475977519']"
786,False,service,"['1317670954', '1317670986']"
787,False,service,"['1317670986', '1317670954']"
788,False,service,"['1317670986', '481389761', '1317671370']"
789,False,service,"['1317671370', '481389761', '1317670986']"
790,False,service,"['1317671370', '481389763']"
791,False,service,"['481389763', '1317671370']"
792,False,service,"['481389763', '481389765']"
793,False,service,"['481389765', '481389763']"
794,False,service,"['481389838', '1317671082']"
795,False,service,"['1317671082', '481389838']"
796,False,service,"['1317671082', '481389977', '481389979', '1317670782']"
797,False,service,"['1317670782', '481389979', '481389977', '1317671082']"
798,False,service,"['1317670782', '481389981', '1317671102']"
799,False,service,"['1317671102', '481389981', '1317670782']"
800,False,service,"['1317671102', '481389986']"
801,False,service,"['481389986', '1317671102']"
802,False,service,"['481389986', '481390039']"
803,False,service,"['481390039', '481389986']"
804,False,service,"['481390039', '1548518395']"
805,False,service,"['1548518395', '481390039']"
806,False,residential,"['481390470', '599407018']"
807,False,residential,"['599407018', '481390470']"
808,False,residential,"['599407018', '1316623210']"
809,False,residential,"['1316623210', '599407018']"
810,False,residential,"['1316623210', '481390471']"
811,False,residential,"['481390471', '1316623210']"
812,False,residential,"['385113971', '481390560']"
813,False,residential,"['481390560', '385113971']"
814,False,residential,"['481390560', '1315785491']"
815,False,residential,"['1315785491', '481390560']"
816,False,residential,"['1315785491', '481390556']"
817,False,residential,"['481390556', '1315785491']"
818,False,residential,"['481390556', '601145318']"
819,False,residential,"['601145318', '481390556']"
820,False,residential,"['601145318', '601145356']"
821,False,residential,"['601145356', '601145318']"
822,False,residential,"['601145356', '3110525720']"
823,False,residential,"['3110525720', '601145356']"
824,False,residential,"['3110525720', '481390557']"
825,False,residential,"['481390557', '3110525720']"
826,False,residential,"['481439262', '481390831', '481390832']"
827,False,residential,"['481390832', '481390831', '481439262']"
828,False,residential,"['481390832', '481390833', '481390834']"
829,False,residential,"['481390834', '481390833', '481390832']"
830,False,residential,"['481390834', '1316237077']"
831,False,residential,"['1316237077', '481390834']"
832,False,residential,"['1316237077', '4955392133']"
833,False,residential,"['4955392133', '1316237077']"
834,False,residential,"['4955392133', '481390837', '481392303']"
835,False,residential,"['481392303', '481390837', '4955392133']"
836,False,residential,"['481392303', '1315785550']"
837,False,residential,"['1315785550', '481392303']"
838,False,residential,"['1315785550', '1316189784', '481394324']"
839,False,residential,"['481394324', '1316189784', '1315785550']"
840,False,residential,"['481394324', '481394037']"
841,False,residential,"['481394037', '481394324']"
842,False,residential,"['481394037', '481390838', '481390839']"
843,False,residential,"['481390839', '481390838', '481394037']"
844,False,residential,"['481391756', '1316192062', '1316192070', '1316192088', '1316192096', '481392301', '1316192072', '4955392148']"
845,False,residential,"['4955392148', '1316192072', '481392301', '1316192096', '1316192088', '1316192070', '1316192062', '481391756']"
846,False,residential,"['4955392148', '1316192092', '481390886', '1316189785', '481392303']"
847,False,residential,"['481392303', '1316189785', '481390886', '1316192092', '4955392148']"
848,False,residential,"['481392303', '1315785356', '1315785414']"
849,False,residential,"['1315785414', '1315785356', '481392303']"
850,False,residential,"['1315785414', '481392305', '481392306', '848690593']"
851,False,residential,"['848690593', '481392306', '481392305', '1315785414']"
852,False,residential,"['481394037', '1573781763', '475976301']"
853,False,residential,"['475976301', '1573781763', '481394037']"
854,False,residential,"['481394324', '1315785235']"
855,False,residential,"['1315785235', '481394324']"
856,False,residential,"['1315785235', '1315785635']"
857,False,residential,"['1315785635', '1315785235']"
858,False,residential,"['1315785635', '1315785418']"
859,False,residential,"['1315785418', '1315785635']"
860,False,residential,"['1315785418', '481394988', '1315785354']"
861,False,residential,"['1315785354', '481394988', '1315785418']"
862,False,residential,"['1315785354', '1315785545']"
863,False,residential,"['1315785545', '1315785354']"
864,False,residential,"['1315785545', '1315785497', '1315785336', '1315785604', '1315785557', '481394993', '1315785186']"
865,False,residential,"['1315785186', '481394993', '1315785557', '1315785604', '1315785336', '1315785497', '1315785545']"
866,False,residential,"['1315785186', '1315785359', '1315785439', '481394996']"
867,False,residential,"['481394996', '1315785439', '1315785359', '1315785186']"
868,False,residential,"['481394996', '481394998', '624739067']"
869,False,residential,"['624739067', '481394998', '481394996']"
870,False,residential,"['482732999', '1316236445']"
871,False,residential,"['1316236445', '482732999']"
872,False,residential,"['1316236445', '1316236529']"
873,False,residential,"['1316236529', '1316236445']"
874,False,residential,"['1316236529', '1316237129']"
875,False,residential,"['1316237129', '1316236529']"
876,False,residential,"['1316237129', '1316236527']"
877,False,residential,"['1316236527', '1316237129']"
878,False,residential,"['1316236527', '481395518']"
879,False,residential,"['481395518', '1316236527']"
880,False,residential,"['481397090', '481397312']"
881,False,residential,"['481397312', '481397090']"
882,False,residential,"['481397312', '483098150']"
883,False,residential,"['483098150', '481397312']"
884,False,residential,"['483098150', '481397822', '481397827', '481397829']"
885,False,residential,"['481397829', '481397827', '481397822', '483098150']"
886,False,residential,"['475976301', '1316192080', '1316192039', '1316192117', '1316192042', '1316192050', '639308714']"
887,False,residential,"['639308714', '1316192050', '1316192042', '1316192117', '1316192039', '1316192080', '475976301']"
888,False,residential,"['639308714', '1316236855']"
889,False,residential,"['1316236855', '639308714']"
890,False,residential,"['1316236855', '1316196972']"
891,False,residential,"['1316196972', '1316236855']"
892,False,residential,"['1316196972', '1316236660']"
893,False,residential,"['1316236660', '1316196972']"
894,False,residential,"['1316236660', '1316196984']"
895,False,residential,"['1316196984', '1316236660']"
896,False,residential,"['1316196984', '481409453', '1316196990']"
897,False,residential,"['1316196990', '481409453', '1316196984']"
898,False,residential,"['1316196990', '1316197000']"
899,False,residential,"['1316197000', '1316196990']"
900,False,residential,"['1316197000', '1316196959']"
901,False,residential,"['1316196959', '1316197000']"
902,False,residential,"['1316196959', '639308664']"
903,False,residential,"['639308664', '1316196959']"
904,True,secondary,"['481433742', '1573781820', '475975622', '1315785594', '481390839']"
905,True,secondary,"['481390839', '1315785594', '475975622', '1573781820', '481433742']"
906,True,secondary,"['481390839', '481390470']"
907,True,secondary,"['481390470', '481390839']"
908,True,secondary,"['481390470', '845378615', '385113562']"
909,True,secondary,"['385113562', '845378615', '481390470']"
910,True,secondary,"['385113562', '475977022', '475977000']"
911,True,secondary,"['475977000', '475977022', '385113562']"
912,True,secondary,"['475977000', '93325983']"
913,True,secondary,"['93325983', '475977000']"
914,False,tertiary,"['75354586', '103736983']"
915,False,tertiary,"['103736983', '75354586']"
916,False,tertiary,"['103736983', '5070865423', '475978728']"
917,False,tertiary,"['475978728', '5070865423', '103736983']"
918,False,tertiary,"['475978728', '385114529']"
919,False,tertiary,"['385114529', '475978728']"
920,False,residential,"['481499142', '1316236566']"
921,False,residential,"['1316236566', '481499142']"
922,False,residential,"['1316236566', '1316236597']"
923,False,residential,"['1316236597', '1316236566']"
924,False,residential,"['1316236597', '1316236424']"
925,False,residential,"['1316236424', '1316236597']"
926,False,residential,"['1316236424', '481498188']"
927,False,residential,"['481498188', '1316236424']"
928,False,residential,"['481498188', '481498551', '481498554', '1316471964']"
929,False,residential,"['1316471964', '481498554', '481498551', '481498188']"
930,False,residential,"['1316471964', '476559394']"
931,False,residential,"['476559394', '1316471964']"
932,False,residential,"['476559394', '481498557']"
933,False,residential,"['481498557', '476559394']"
934,False,residential,"['481499482', '1316236473']"
935,False,residential,"['1316236473', '481499482']"
936,False,residential,"['1316236473', '1316237188']"
937,False,residential,"['1316237188', '1316236473']"
938,False,residential,"['1316237188', '1316237104']"
939,False,residential,"['1316237104', '1316237188']"
940,False,residential,"['1316237104', '1316236898']"
941,False,residential,"['1316236898', '1316237104']"
942,False,residential,"['1316236898', '1316237025']"
943,False,residential,"['1316237025', '1316236898']"
944,False,residential,"['1316237025', '1316236485']"
945,False,residential,"['1316236485', '1316237025']"
946,False,residential,"['1316236485', '482732142']"
947,False,residential,"['482732142', '1316236485']"
948,False,residential,"['654393155', '654393194', '482731172']"
949,False,residential,"['482731172', '654393194', '654393155']"
950,False,residential,"['482731172', '482731173', '482731174', '482731175', '482731176', '481500495']"
951,False,residential,"['481500495', '482731176', '482731175', '482731174', '482731173', '482731172']"
952,False,residential,"['481500495', '1324295098']"
953,False,residential,"['1324295098', '481500495']"
954,False,residential,"['1324295098', '1404037105']"
955,False,residential,"['1404037105', '1324295098']"
956,False,residential,"['1404037105', '1324294320']"
957,False,residential,"['1324294320', '1404037105']"
958,False,residential,"['1324294320', '481500500', '1404037043']"
959,False,residential,"['1404037043', '481500500', '1324294320']"
960,False,residential,"['1404037043', '1404037003']"
961,False,residential,"['1404037003', '1404037043']"
962,False,residential,"['1404037003', '481500502']"
963,False,residential,"['481500502', '1404037003']"
964,False,residential,"['481500502', '481500505']"
965,False,residential,"['481500505', '481500502']"
966,False,residential,"['481500505', '1404037019', '2460670071', '1404036999', '481500507']"
967,False,residential,"['481500507', '1404036999', '2460670071', '1404037019', '481500505']"
968,False,residential,"['481500507', '481500509']"
969,False,residential,"['481500509', '481500507']"
970,False,residential,"['481500509', '1563371324', '481500511', '476555427']"
971,False,residential,"['476555427', '481500511', '1563371324', '481500509']"
972,False,tertiary,"['482731602', '608700679']"
973,False,tertiary,"['608700679', '482731602']"
974,False,tertiary,"['608700679', '856909573', '1404037076', '856909277', '481606342', '1404618596', '622622486', '856909524', '856909486', '4687869257', '481606347', '1575913026', '623411689', '1404618503', '1404618546', '1404618540', '714061276', '714061278', '4397155861', '714085551', '2460670003', '1575913134', '714074574', '714068375']"
975,False,tertiary,"['714068375', '714074574', '1575913134', '2460670003', '714085551', '4397155861', '714061278', '714061276', '1404618540', '1404618546', '1404618503', '623411689', '1575913026', '481606347', '4687869257', '856909486', '856909524', '622622486', '1404618596', '481606342', '856909277', '1404037076', '856909573', '608700679']"
976,False,unclassified,"['476555419', '476555421', '1324294395']"
977,False,unclassified,"['1324294395', '476555421', '476555419']"
978,False,unclassified,"['1324294395', '476555423', '1563373771', '1563373702', '476555427']"
979,False,unclassified,"['476555427', '1563373702', '1563373771', '476555423', '1324294395']"
980,False,unclassified,"['476555427', '1324295149']"
981,False,unclassified,"['1324295149', '476555427']"
982,False,unclassified,"['1324295149', '1324294302']"
983,False,unclassified,"['1324294302', '1324295149']"
984,False,unclassified,"['1324294302', '476561951']"
985,False,unclassified,"['476561951', '1324294302']"
986,False,unclassified,"['476561951', '476555428']"
987,False,unclassified,"['476555428', '476561951']"
988,False,residential,"['476555427', '1324294324']"
989,False,residential,"['1324294324', '476555427']"
990,False,residential,"['1324294324', '1324294609']"
991,False,residential,"['1324294609', '1324294324']"
992,False,residential,"['1324294609', '1324294594']"
993,False,residential,"['1324294594', '1324294609']"
994,False,residential,"['1324294594', '1324295176']"
995,False,residential,"['1324295176', '1324294594']"
996,False,residential,"['1324295176', '481500513', '1324294940']"
997,False,residential,"['1324294940', '481500513', '1324295176']"
998,False,residential,"['1324294940', '1324294520']"
999,False,residential,"['1324294520', '1324294940']"
1000,False,residential,"['1324294520', '1324294871']"
1001,False,residential,"['1324294871', '1324294520']"
1002,False,residential,"['1324294871', '1324295202']"
1003,False,residential,"['1324295202', '1324294871']"
1004,False,residential,"['1324295202', '1324294420']"
1005,False,residential,"['1324294420', '1324295202']"
1006,False,residential,"['1324294420', '1324294654']"
1007,False,residential,"['1324294654', '1324294420']"
1008,False,residential,"['1324294654', '481500515', '1324295172', '1324294352', '1324295167', '481500517']"
1009,False,residential,"['481500517', '1324295167', '1324294352', '1324295172', '481500515', '1324294654']"
1010,False,residential,"['482729435', '1540771151']"
1011,False,residential,"['1540771151', '482729435']"
1012,False,residential,"['1319204556', '1320103751']"
1013,False,residential,"['1320103751', '1319204556']"
1014,True,residential,"['476554817', '4225654735', '4225654733', '1320104093']"
1015,True,residential,"['1320104093', '4225654733', '4225654735', '476554817']"
1016,True,residential,"['1320104093', '476559347']"
1017,True,residential,"['476559347', '1320104093']"
1018,False,residential,"['482731177', '482731178']"
1019,False,residential,"['482731178', '482731177']"
1020,False,residential,"['482731178', '482731172']"
1021,False,residential,"['482731172', '482731178']"
1022,False,residential,"['482731172', '482731179']"
1023,False,residential,"['482731179', '482731172']"
1024,True,residential,"['482731911', '1404152790']"
1025,True,residential,"['1404152790', '482731911']"
1026,True,residential,"['1404152790', '482731179']"
1027,True,residential,"['482731179', '1404152790']"
1028,True,residential,"['482731179', '654393951']"
1029,True,residential,"['654393951', '482731179']"
1030,True,residential,"['654393951', '603884631']"
1031,True,residential,"['603884631', '654393951']"
1032,True,residential,"['603884631', '482731180']"
1033,True,residential,"['482731180', '603884631']"
1034,True,residential,"['482731180', '483108104']"
1035,True,residential,"['483108104', '482731180']"
1036,True,residential,"['483108104', '483108094', '1563370135', '483108083', '483108077', '2922033539']"
1037,True,residential,"['2922033539', '483108077', '483108083', '1563370135', '483108094', '483108104']"
1038,True,residential,"['2922033539', '483108069']"
1039,True,residential,"['483108069', '2922033539']"
1040,False,tertiary,"['482731602', '481500495']"
1041,False,tertiary,"['481500495', '482731602']"
1042,False,tertiary,"['481500495', '482731911']"
1043,False,tertiary,"['482731911', '481500495']"
1044,False,residential,"['385114252', '483098227']"
1045,False,residential,"['483098227', '385114252']"
1046,False,residential,"['483098227', '483090542']"
1047,False,residential,"['483090542', '483098227']"
1048,False,residential,"['483090542', '483098883']"
1049,False,residential,"['483098883', '483090542']"
1050,False,residential,"['483098883', '4069732168', '1316236879']"
1051,False,residential,"['1316236879', '4069732168', '483098883']"
1052,False,residential,"['1316236879', '482732138', '1316236883']"
1053,False,residential,"['1316236883', '482732138', '1316236879']"
1054,False,residential,"['1316236883', '4069732169', '482732142']"
1055,False,residential,"['482732142', '4069732169', '1316236883']"
1056,True,tertiary,"['76482738', '483101455', '654397601']"
1057,True,tertiary,"['654397601', '483101455', '76482738']"
1058,True,tertiary,"['654397601', '482731912']"
1059,True,tertiary,"['482731912', '654397601']"
1060,False,residential,"['483106120', '483106129']"
1061,False,residential,"['483106129', '483106120']"
1062,False,residential,"['483106129', '483106139', '3027169553', '601145284']"
1063,False,residential,"['601145284', '3027169553', '483106139', '483106129']"
1064,False,residential,"['601145284', '482732359']"
1065,False,residential,"['482732359', '601145284']"
1066,False,residential,"['482732359', '654394586']"
1067,False,residential,"['654394586', '482732359']"
1068,False,residential,"['654394586', '654397600']"
1069,False,residential,"['654397600', '654394586']"
1070,False,residential,"['654397600', '482732480']"
1071,False,residential,"['482732480', '654397600']"
1072,False,residential,"['482732943', '6035124547', '482732996']"
1073,False,residential,"['482732996', '6035124547', '482732943']"
1074,False,residential,"['482732996', '2969936401', '1316236506']"
1075,False,residential,"['1316236506', '2969936401', '482732996']"
1076,False,residential,"['1316236506', '1316198769']"
1077,False,residential,"['1316198769', '1316236506']"
1078,False,residential,"['1316198769', '482732999']"
1079,False,residential,"['482732999', '1316198769']"
1080,False,residential,"['482732999', '1316237189']"
1081,False,residential,"['1316237189', '482732999']"
1082,False,residential,"['1316237189', '1316198801']"
1083,False,residential,"['1316198801', '1316237189']"
1084,False,residential,"['1316198801', '1316195130']"
1085,False,residential,"['1316195130', '1316198801']"
1086,False,residential,"['1316195130', '482733002', '1316237178']"
1087,False,residential,"['1316237178', '482733002', '1316195130']"
1088,False,residential,"['1316237178', '1316236660']"
1089,False,residential,"['1316236660', '1316237178']"
1090,False,residential,"['483090542', '1316236839']"
1091,False,residential,"['1316236839', '483090542']"
1092,False,residential,"['1316236839', '1316236352']"
1093,False,residential,"['1316236352', '1316236839']"
1094,False,residential,"['1316236352', '1316236504']"
1095,False,residential,"['1316236504', '1316236352']"
1096,False,residential,"['1316236504', '1316236570']"
1097,False,residential,"['1316236570', '1316236504']"
1098,False,residential,"['1316236570', '1316236492']"
1099,False,residential,"['1316236492', '1316236570']"
1100,False,residential,"['1316236492', '1316236471']"
1101,False,residential,"['1316236471', '1316236492']"
1102,False,residential,"['1316236471', '1316236565']"
1103,False,residential,"['1316236565', '1316236471']"
1104,False,residential,"['1316236565', '1316236812']"
1105,False,residential,"['1316236812', '1316236565']"
1106,False,residential,"['1316236812', '1316236871']"
1107,False,residential,"['1316236871', '1316236812']"
1108,False,residential,"['1316236871', '639308682']"
1109,False,residential,"['639308682', '1316236871']"
1110,False,residential,"['639308682', '639308674']"
1111,False,residential,"['639308674', '639308682']"
1112,False,residential,"['639308674', '483091135']"
1113,False,residential,"['483091135', '639308674']"
1114,False,residential,"['483098146', '483098150']"
1115,False,residential,"['483098150', '483098146']"
1116,False,residential,"['483098150', '483098154', '481390832']"
1117,False,residential,"['481390832', '483098154', '483098150']"
1118,False,residential,"['483098387', '1316237057']"
1119,False,residential,"['1316237057', '483098387']"
1120,False,residential,"['1316237057', '483098392', '483098227']"
1121,False,residential,"['483098227', '483098392', '1316237057']"
1122,False,residential,"['483098227', '1316237190']"
1123,False,residential,"['1316237190', '483098227']"
1124,False,residential,"['1316237190', '1316237204']"
1125,False,residential,"['1316237204', '1316237190']"
1126,False,residential,"['1316237204', '639308683']"
1127,False,residential,"['639308683', '1316237204']"
1128,False,residential,"['639308683', '483098199']"
1129,False,residential,"['483098199', '639308683']"
1130,False,residential,"['483098883', '1316236501']"
1131,False,residential,"['1316236501', '483098883']"
1132,False,residential,"['1316236501', '1316236596']"
1133,False,residential,"['1316236596', '1316236501']"
1134,False,residential,"['1316236596', '483098387']"
1135,False,residential,"['483098387', '1316236596']"
1136,False,residential,"['483098387', '1316236610']"
1137,False,residential,"['1316236610', '483098387']"
1138,False,residential,"['1316236610', '4069732171', '483099095']"
1139,False,residential,"['483099095', '4069732171', '1316236610']"
1140,False,residential,"['483099864', '483099888']"
1141,False,residential,"['483099888', '483099864']"
1142,True,residential,"['483106759', '4397155856']"
1143,True,residential,"['4397155856', '483106759']"
1144,True,residential,"['4397155856', '483108446']"
1145,True,residential,"['483108446', '4397155856']"
1146,True,residential,"['483108446', '483108462']"
1147,True,residential,"['483108462', '483108446']"
1148,True,residential,"['483108462', '1609088897', '1609088898', '1609088904']"
1149,True,residential,"['1609088904', '1609088898', '1609088897', '483108462']"
1150,True,residential,"['1609088904', '1609088907', '1609088911', '1609088913', '601145322']"
1151,True,residential,"['601145322', '1609088913', '1609088911', '1609088907', '1609088904']"
1152,False,residential,"['483110054', '4153722393']"
1153,False,residential,"['4153722393', '483110054']"
1154,False,residential,"['4153722393', '601145287']"
1155,False,residential,"['601145287', '4153722393']"
1156,False,residential,"['601145287', '483110717']"
1157,False,residential,"['483110717', '601145287']"
1158,False,residential,"['4908327481', '483109960', '481390557']"
1159,False,residential,"['481390557', '483109960', '4908327481']"
1160,False,residential,"['481390557', '483113556']"
1161,False,residential,"['483113556', '481390557']"
1162,False,residential,"['483113556', '479299222']"
1163,False,residential,"['479299222', '483113556']"
1164,False,secondary,"['152878617', '479290062']"
1165,False,secondary,"['479290062', '152878617']"
1166,False,secondary,"['479290062', '479288912']"
1167,False,secondary,"['479288912', '479290062']"
1168,False,secondary,"['479288912', '479286375']"
1169,False,secondary,"['479286375', '479288912']"
1170,False,secondary,"['479286375', '1315785561']"
1171,False,secondary,"['1315785561', '479286375']"
1172,False,secondary,"['1315785561', '385113975']"
1173,False,secondary,"['385113975', '1315785561']"
1174,True,secondary,"['624783812', '93310233', '64813782']"
1175,True,secondary,"['64813782', '93310233', '624783812']"
1176,True,secondary,"['64813782', '478373250']"
1177,True,secondary,"['478373250', '64813782']"
1178,True,secondary,"['478373250', '857780856']"
1179,True,secondary,"['857780856', '478373250']"
1180,True,secondary,"['857780856', '64837069', '1572268640', '64837068', '64837067', '857780845', '3814918591', '76482085', '71128708', '601661235', '64837062', '64837061', '76482084', '486179370', '479995536', '64837060', '64837059', '6388820964', '6388820980', '6388820967', '7104188374', '7104188372', '76482203', '4861590685', '479995053', '64837057', '7104188350', '109425491', '7104188351', '1572276014', '858404212', '64837055', '858404213', '7104188348', '483133323', '7104204940', '7104188349', '7104204935', '7104204939', '7104204929', '64809720', '554236870', '7104204938', '601669728', '64809719', '4464604063', '131166911', '64809718', '554236880', '6796878437', '154073348', '601675124', '267671947', '4459852493', '554236893', '4459852491', '8221559064', '64809717', '857586380', '857586333', '6339504019', '154073300', '63338299']"
1181,True,secondary,"['63338299', '154073300', '6339504019', '857586333', '857586380', '64809717', '8221559064', '4459852491', '554236893', '4459852493', '267671947', '601675124', '154073348', '6796878437', '554236880', '64809718', '131166911', '4464604063', '64809719', '601669728', '7104204938', '554236870', '64809720', '7104204929', '7104204939', '7104204935', '7104188349', '7104204940', '483133323', '7104188348', '858404213', '64837055', '858404212', '1572276014', '7104188351', '109425491', '7104188350', '64837057', '479995053', '4861590685', '76482203', '7104188372', '7104188374', '6388820967', '6388820980', '6388820964', '64837059', '64837060', '479995536', '486179370', '76482084', '64837061', '64837062', '601661235', '71128708', '76482085', '3814918591', '857780845', '64837067', '64837068', '1572268640', '64837069', '857780856']"
1182,True,primary,"['75354586', '486247422', '677734741', '1888382843', '478373314', '486256219', '5070865543']"
1183,True,primary,"['5070865543', '486256219', '478373314', '1888382843', '677734741', '486247422', '75354586']"
1184,True,primary,"['5070865543', '486254643', '103735528', '475974946', '1888382818', '1888393442', '7116269627', '103764456']"
1185,True,primary,"['103764456', '7116269627', '1888393442', '1888382818', '475974946', '103735528', '486254643', '5070865543']"
1186,True,secondary,"['76482739', '639305927', '7113864500', '482732933']"
1187,True,secondary,"['482732933', '7113864500', '639305927', '76482739']"
1188,True,secondary,"['482732933', '479297279']"
1189,True,secondary,"['479297279', '482732933']"
1190,True,secondary,"['1580625972', '486183839', '76482734', '601661130', '7030830300', '601661132', '554206399', '95612298', '478373282', '95612191']"
1191,True,secondary,"['95612191', '478373282', '95612298', '554206399', '601661132', '7030830300', '601661130', '76482734', '486183839', '1580625972']"
1192,True,primary,"['483103400', '477445166', '1576353686', '483103082']"
1193,True,primary,"['483103082', '1576353686', '477445166', '483103400']"
1194,True,primary,"['483103082', '477445170', '2991482218', '601145286']"
1195,True,primary,"['601145286', '2991482218', '477445170', '483103082']"
1196,True,primary,"['601145286', '479297947']"
1197,True,primary,"['479297947', '601145286']"
1198,True,primary,"['479297947', '603884627']"
1199,True,primary,"['603884627', '479297947']"
1200,True,primary,"['603884627', '477445173', '482731177']"
1201,True,primary,"['482731177', '477445173', '603884627']"
1202,True,primary,"['482731177', '1404152847']"
1203,True,primary,"['1404152847', '482731177']"
1204,True,primary,"['1404152847', '1404152880']"
1205,True,primary,"['1404152880', '1404152847']"
1206,True,primary,"['1404152880', '608700679']"
1207,True,primary,"['608700679', '1404152880']"
1208,True,primary,"['608700679', '477445174']"
1209,True,primary,"['477445174', '608700679']"
1210,True,primary,"['477445174', '476553855']"
1211,True,primary,"['476553855', '477445174']"
1212,True,primary,"['476553855', '476553960']"
1213,True,primary,"['476553960', '476553855']"
1214,True,primary,"['476553960', '623414118']"
1215,True,primary,"['623414118', '476553960']"
1216,True,primary,"['623414118', '476561954', '1576353723', '1576353725', '1576353696', '476555428']"
1217,True,primary,"['476555428', '1576353696', '1576353725', '1576353723', '476561954', '623414118']"
1218,True,primary,"['476555428', '476562058', '476562059', '476562060', '476562061', '476562062', '476562064', '476562065', '476562299', '476562066', '476562102', '476562068', '476562069', '481501845', '476562071', '5558655367', '476562073', '476562074', '476562075', '5558655362', '1328999567', '476562076', '476562078', '476562079']"
1219,True,primary,"['476562079', '476562078', '476562076', '1328999567', '5558655362', '476562075', '476562074', '476562073', '5558655367', '476562071', '481501845', '476562069', '476562068', '476562102', '476562066', '476562299', '476562065', '476562064', '476562062', '476562061', '476562060', '476562059', '476562058', '476555428']"
1220,True,secondary,"['602393451', '602393454', '7113864512', '602393455', '602393456', '602393457', '1548518926', '1548518343', '3356046288']"
1221,True,secondary,"['3356046288', '1548518343', '1548518926', '602393457', '602393456', '602393455', '7113864512', '602393454', '602393451']"
1222,True,secondary,"['3356046288', '1548518412', '602393458', '602393452']"
1223,True,secondary,"['602393452', '602393458', '1548518412', '3356046288']"
1224,True,secondary,"['602393459', '7113864511', '7113864510', '7113864508', '7113864507', '64813772']"
1225,True,secondary,"['64813772', '7113864507', '7113864508', '7113864510', '7113864511', '602393459']"
1226,True,secondary,"['602393461', '602393462', '602393463', '3356046290', '1548518605', '602393464', '602393465', '602393466', '602393459']"
1227,True,secondary,"['602393459', '602393466', '602393465', '602393464', '1548518605', '3356046290', '602393463', '602393462', '602393461']"
1228,True,secondary,"['602393470', '7113864506', '602393471', '602393472', '602393473', '602393474', '602393475', '602393476', '1548518338', '1580625975', '1580625977', '3356046288']"
1229,True,secondary,"['3356046288', '1580625977', '1580625975', '1548518338', '602393476', '602393475', '602393474', '602393473', '602393472', '602393471', '7113864506', '602393470']"
1230,True,secondary,"['3356046288', '1548518340', '602393477', '602393478', '602393479', '602393480']"
1231,True,secondary,"['602393480', '602393479', '602393478', '602393477', '1548518340', '3356046288']"
1232,True,secondary,"['475980801', '475980802', '7113864505', '7113864504', '7113864503', '64813773']"
1233,True,secondary,"['64813773', '7113864503', '7113864504', '7113864505', '475980802', '475980801']"
1234,True,secondary,"['603837471', '603837587', '479298057', '479298061', '623411670', '479298067', '623414685', '479298070', '479298075', '479298081', '622622484', '479298086', '856909257', '479298089', '601712459', '479298091', '479298094', '479297947']"
1235,True,secondary,"['479297947', '479298094', '479298091', '601712459', '479298089', '856909257', '479298086', '622622484', '479298081', '479298075', '479298070', '623414685', '479298067', '623411670', '479298061', '479298057', '603837587', '603837471']"
1236,True,secondary,"['479297947', '479297994']"
1237,True,secondary,"['479297994', '479297947']"
1238,True,secondary,"['479297994', '479298098', '482731180']"
1239,True,secondary,"['482731180', '479298098', '479297994']"
1240,True,secondary,"['482731180', '479298107', '479298110', '482732359']"
1241,True,secondary,"['482732359', '479298110', '479298107', '482731180']"
1242,True,secondary,"['482732359', '76482738']"
