id,oneway,category,nodes
4077,False,service,"['1320103624', '1320104080']"
4078,False,service,"['1320103624', '1320104074']"
4079,False,service,"['1320104074', '1320103624']"
4080,False,service,"['1320103802', '1320103619']"
4081,False,service,"['1320103619', '1320103802']"
4082,False,service,"['1320103619', '1320104072']"
4083,False,service,"['1320104072', '1320103619']"
4084,False,service,"['1320104101', '1320103570', '1320103987']"
4085,False,service,"['1320103987', '1320103570', '1320104101']"
4086,False,service,"['1320103708', '1320103646']"
4087,False,service,"['1320103646', '1320103708']"
4088,False,service,"['1320103887', '1320103939', '1320104037', '1320103994']"
4089,False,service,"['1320103994', '1320104037', '1320103939', '1320103887']"
4090,False,service,"['1320103682', '1320103910']"
4091,False,service,"['1320103910', '1320103682']"
4092,False,service,"['1320103910', '1320103755', '1316471824']"
4093,False,service,"['1316471824', '1320103755', '1320103910']"
4094,False,service,"['1320104085', '1320103895']"
4095,False,service,"['1320103895', '1320104085']"
4096,False,service,"['1320103895', '1320104073']"
4097,False,service,"['1320104073', '1320103895']"
4098,False,service,"['1320103798', '1320103953', '1320103662', '1320103569']"
4099,False,service,"['1320103569', '1320103662', '1320103953', '1320103798']"
4100,False,service,"['1320103691', '1320104060', '1320103897', '1320104054']"
4101,False,service,"['1320104054', '1320103897', '1320104060', '1320103691']"
4102,False,service,"['1320103769', '1320103698']"
4103,False,service,"['1320103698', '1320103769']"
4104,False,service,"['1320103730', '1320104081']"
4105,False,service,"['1320104081', '1320103730']"
4106,False,service,"['1320104081', '1320103786']"
4107,False,service,"['1320103786', '1320104081']"
4108,False,service,"['1320103786', '1320104071']"
4109,False,service,"['1320104071', '1320103786']"
4110,False,service,"['1320104071', '1320103930', '1320103645']"
4111,False,service,"['1320103645', '1320103930', '1320104071']"
4112,False,service,"['1320103686', '1320103720']"
4113,False,service,"['1320103720', '1320103686']"
4114,False,service,"['1320103937', '1320103655', '1316471958']"
4115,False,service,"['1316471958', '1320103655', '1320103937']"
4116,False,service,"['1320103641', '1320103961']"
4117,False,service,"['1320103961', '1320103641']"
4118,False,service,"['1320103948', '1320103572', '1320104088']"
4119,False,service,"['1320104088', '1320103572', '1320103948']"
4120,False,service,"['1320103949', '1320103906', '1320104124']"
4121,False,service,"['1320104124', '1320103906', '1320103949']"
4122,False,service,"['1320104124', '1320104118']"
4123,False,service,"['1320104118', '1320104124']"
4124,False,service,"['1320104118', '1320104106']"
4125,False,service,"['1320104106', '1320104118']"
4126,False,service,"['1320104106', '1320103887']"
4127,False,service,"['1320103887', '1320104106']"
4128,False,service,"['1320104105', '1320103687']"
4129,False,service,"['1320103687', '1320104105']"
4130,False,service,"['1320103687', '1320103714']"
4131,False,service,"['1320103714', '1320103687']"
4132,False,service,"['1320103714', '1320103792']"
4133,False,service,"['1320103792', '1320103714']"
4134,False,service,"['1320103792', '1320104011']"
4135,False,service,"['1320104011', '1320103792']"
4136,False,service,"['1320104011', '1320103902']"
4137,False,service,"['1320103902', '1320104011']"
4138,False,service,"['1320103745', '1320103644']"
4139,False,service,"['1320103644', '1320103745']"
4140,False,service,"['1320103815', '1320104114']"
4141,False,service,"['1320104114', '1320103815']"
4142,False,service,"['1320104114', '1320103716', '1320103970']"
4143,False,service,"['1320103970', '1320103716', '1320104114']"
4144,False,service,"['1320103915', '1320103961']"
4145,False,service,"['1320103961', '1320103915']"
4146,False,service,"['1320103961', '1320104055']"
4147,False,service,"['1320104055', '1320103961']"
4148,False,service,"['1320103796', '1320103747', '1320103949']"
4149,False,service,"['1320103949', '1320103747', '1320103796']"
4150,False,service,"['1320103949', '1320103771']"
4151,False,service,"['1320103771', '1320103949']"
4152,False,service,"['1320103848', '1320104005']"
4153,False,service,"['1320104005', '1320103848']"
4154,False,service,"['1320104005', '1320103661']"
4155,False,service,"['1320103661', '1320104005']"
4156,False,service,"['1316471869', '1320103571']"
4157,False,service,"['1320103571', '1316471869']"
4158,False,service,"['1320103571', '1320103968', '1320103910']"
4159,False,service,"['1320103910', '1320103968', '1320103571']"
4160,False,service,"['1320103910', '1320103754', '1320103717']"
4161,False,service,"['1320103717', '1320103754', '1320103910']"
4162,False,service,"['1320103717', '1320103775']"
4163,False,service,"['1320103775', '1320103717']"
4164,False,service,"['1320103978', '1320103573', '1320103988']"
4165,False,service,"['1320103988', '1320103573', '1320103978']"
4166,False,service,"['1320103956', '1320103640']"
4167,False,service,"['1320103640', '1320103956']"
4168,False,service,"['1320103640', '1316471719']"
4169,False,service,"['1316471719', '1320103640']"
4170,False,service,"['1320104025', '1320103925']"
4171,False,service,"['1320103925', '1320104025']"
4172,False,service,"['1320103925', '1320103807']"
4173,False,service,"['1320103807', '1320103925']"
4174,False,service,"['1320103709', '1320103766', '1320103625']"
4175,False,service,"['1320103625', '1320103766', '1320103709']"
4176,False,service,"['1320103914', '1320103861']"
4177,False,service,"['1320103861', '1320103914']"
4178,False,service,"['1320103965', '1320103695', '1320103599']"
4179,False,service,"['1320103599', '1320103695', '1320103965']"
4180,False,service,"['1320103954', '1320103564', '1316472087']"
4181,False,service,"['1316472087', '1320103564', '1320103954']"
4182,False,service,"['1320104116', '1320103787', '1320104102']"
4183,False,service,"['1320104102', '1320103787', '1320104116']"
4184,False,service,"['476556039', '1320103588', '1320104096']"
4185,False,service,"['1320104096', '1320103588', '476556039']"
4186,False,service,"['1320104096', '1320104079']"
4187,False,service,"['1320104079', '1320104096']"
4188,False,service,"['1320104079', '1320103728']"
4189,False,service,"['1320103728', '1320104079']"
4190,False,service,"['1320103728', '1320103862', '1320103879', '1320103867']"
4191,False,service,"['1320103867', '1320103879', '1320103862', '1320103728']"
4192,False,service,"['1320103892', '1320103954']"
4193,False,service,"['1320103954', '1320103892']"
4194,False,service,"['1320103954', '1320103699', '1320103859']"
4195,False,service,"['1320103859', '1320103699', '1320103954']"
4196,False,service,"['1320103800', '1320103943']"
4197,False,service,"['1320103943', '1320103800']"
4198,False,service,"['1320103722', '1320103707', '1320103630']"
4199,False,service,"['1320103630', '1320103707', '1320103722']"
4200,False,service,"['1320104118', '1320104086', '1320103687']"
4201,False,service,"['1320103687', '1320104086', '1320104118']"
4202,False,service,"['1320103628', '1320104023', '1320103846']"
4203,False,service,"['1320103846', '1320104023', '1320103628']"
4204,False,service,"['1320103846', '1320103684']"
4205,False,service,"['1320103684', '1320103846']"
4206,False,service,"['1320103785', '1320103668', '1320103860']"
4207,False,service,"['1320103860', '1320103668', '1320103785']"
4208,False,service,"['1320103770', '1320103582']"
4209,False,service,"['1320103582', '1320103770']"
4210,False,service,"['1320103582', '1320104092']"
4211,False,service,"['1320104092', '1320103582']"
4212,False,service,"['1320103704', '1320103666']"
4213,False,service,"['1320103666', '1320103704']"
4214,False,service,"['1320103666', '1320103983']"
4215,False,service,"['1320103983', '1320103666']"
4216,False,service,"['1320103809', '1320103845', '1320103938']"
4217,False,service,"['1320103938', '1320103845', '1320103809']"
4218,False,service,"['1320103881', '1320104063', '1320103720']"
4219,False,service,"['1320103720', '1320104063', '1320103881']"
4220,False,service,"['1320103720', '1320104035', '1320103981']"
4221,False,service,"['1320103981', '1320104035', '1320103720']"
4222,False,service,"['1320103981', '1320103696']"
4223,False,service,"['1320103696', '1320103981']"
4224,False,service,"['1320103696', '1320103865', '1320103941']"
4225,False,service,"['1320103941', '1320103865', '1320103696']"
4226,False,service,"['1320103941', '1320104122', '1320103597']"
4227,False,service,"['1320103597', '1320104122', '1320103941']"
4228,False,service,"['1320103597', '1320104089']"
4229,False,service,"['1320104089', '1320103597']"
4230,False,service,"['1320103552', '1320104103']"
4231,False,service,"['1320104103', '1320103552']"
4232,False,service,"['1320103803', '1320103553', '1320103642', '4875052074']"
4233,False,service,"['4875052074', '1320103642', '1320103553', '1320103803']"
4234,False,service,"['1320104113', '4955473773', '1320103715', '1320103794']"
4235,False,service,"['1320103794', '1320103715', '4955473773', '1320104113']"
4236,False,service,"['1320104053', '1320104049']"
4237,False,service,"['1320104049', '1320104053']"
4238,False,service,"['1320103946', '1320103936']"
4239,False,service,"['1320103936', '1320103946']"
4240,False,service,"['1320104030', '1320103587', '1320103674', '1320103620', '1320104082']"
4241,False,service,"['1320104082', '1320103620', '1320103674', '1320103587', '1320104030']"
4242,False,service,"['1320103980', '1320103819', '1320103660', '1320103890', '1320103996']"
4243,False,service,"['1320103996', '1320103890', '1320103660', '1320103819', '1320103980']"
4244,False,service,"['1320104057', '1320103571']"
4245,False,service,"['1320103571', '1320104057']"
4246,False,service,"['1320103571', '1320103610', '1320104015']"
4247,False,service,"['1320104015', '1320103610', '1320103571']"
4248,False,service,"['1320104100', '1320103984', '1320103757']"
4249,False,service,"['1320103757', '1320103984', '1320104100']"
4250,False,service,"['1320104000', '1320103877']"
4251,False,service,"['1320103877', '1320104000']"
4252,False,service,"['1320103777', '1320103935', '1320103591', '1320103643']"
4253,False,service,"['1320103643', '1320103591', '1320103935', '1320103777']"
4254,False,service,"['1320104081', '1320104076', '1320103696']"
4255,False,service,"['1320103696', '1320104076', '1320104081']"
4256,False,service,"['1320103607', '1320103835']"
4257,False,service,"['1320103835', '1320103607']"
4258,False,service,"['1320103835', '1320104127', '1320104123', '1320103995']"
4259,False,service,"['1320103995', '1320104123', '1320104127', '1320103835']"
4260,False,service,"['1320103995', '1320103710']"
4261,False,service,"['1320103710', '1320103995']"
4262,False,service,"['1320103710', '1320103903', '1320103942']"
4263,False,service,"['1320103942', '1320103903', '1320103710']"
4264,False,service,"['1320103942', '1320103932']"
4265,False,service,"['1320103932', '1320103942']"
4266,False,service,"['1320103932', '1320103712']"
4267,False,service,"['1320103712', '1320103932']"
4268,False,service,"['1320103712', '1320103794']"
4269,False,service,"['1320103794', '1320103712']"
4270,False,service,"['1320103794', '1320104112']"
4271,False,service,"['1320104112', '1320103794']"
4272,False,service,"['1320104112', '1320103974', '1320103796']"
4273,False,service,"['1320103796', '1320103974', '1320104112']"
4274,False,service,"['1320103796', '1320103955']"
4275,False,service,"['1320103955', '1320103796']"
4276,False,service,"['1320103670', '1320103909', '1320103712']"
4277,False,service,"['1320103712', '1320103909', '1320103670']"
4278,False,service,"['654402280', '1320103584', '1320103710']"
4279,False,service,"['1320103710', '1320103584', '654402280']"
4280,False,service,"['1320103977', '1320103885', '1320103959']"
4281,False,service,"['1320103959', '1320103885', '1320103977']"
4282,False,service,"['1320103927', '1320104087']"
4283,False,service,"['1320104087', '1320103927']"
4284,False,service,"['1320103896', '1320103767']"
4285,False,service,"['1320103767', '1320103896']"
4286,False,service,"['1320103767', '1320103934']"
4287,False,service,"['1320103934', '1320103767']"
4288,False,service,"['1320104090', '1320103627']"
4289,False,service,"['1320103627', '1320104090']"
4290,False,service,"['1320103627', '1320103920']"
4291,False,service,"['1320103920', '1320103627']"
4292,False,service,"['1320103920', '1320103870']"
4293,False,service,"['1320103870', '1320103920']"
4294,False,service,"['1316471890', '1320103657', '1320103632']"
4295,False,service,"['1320103632', '1320103657', '1316471890']"
4296,False,service,"['1320103632', '1320103718', '1320103653']"
4297,False,service,"['1320103653', '1320103718', '1320103632']"
4298,False,service,"['1320103886', '1320103567', '1320104027']"
4299,False,service,"['1320104027', '1320103567', '1320103886']"
4300,False,service,"['1320103833', '1320103891']"
4301,False,service,"['1320103891', '1320103833']"
4302,False,service,"['1320103901', '1320104072']"
4303,False,service,"['1320104072', '1320103901']"
4304,False,service,"['1320103898', '1320104056', '1320104010', '1320103900']"
4305,False,service,"['1320103900', '1320104010', '1320104056', '1320103898']"
4306,False,service,"['1320103783', '1320103940', '1320103950', '1320104013']"
4307,False,service,"['1320104013', '1320103950', '1320103940', '1320103783']"
4308,False,service,"['1320103554', '1320104055']"
4309,False,service,"['1320104055', '1320103554']"
4310,False,service,"['1320104055', '1320103998']"
4311,False,service,"['1320103998', '1320104055']"
4312,False,service,"['654402282', '1320104024', '1320103942']"
4313,False,service,"['1320103942', '1320104024', '654402282']"
4314,False,service,"['1320103730', '1320103904', '1320104039', '1320103993', '1320104104']"
4315,False,service,"['1320104104', '1320103993', '1320104039', '1320103904', '1320103730']"
4316,False,service,"['476556639', '1320103864', '1320103781', '1320103982']"
4317,False,service,"['1320103982', '1320103781', '1320103864', '476556639']"
4318,False,service,"['1320103929', '1320104043']"
4319,False,service,"['1320104043', '1320103929']"
4320,False,service,"['4868839655', '1320103908', '1320103895']"
4321,False,service,"['1320103895', '1320103908', '4868839655']"
4322,False,service,"['1320103895', '1320103666']"
4323,False,service,"['1320103666', '1320103895']"
4324,False,service,"['1320103666', '1320104058']"
4325,False,service,"['1320104058', '1320103666']"
4326,False,service,"['1320104058', '1320103640']"
4327,False,service,"['1320103640', '1320104058']"
4328,False,service,"['1320103640', '1320103627']"
4329,False,service,"['1320103627', '1320103640']"
4330,False,service,"['1320104119', '1320103809']"
4331,False,service,"['1320103809', '1320104119']"
4332,False,service,"['1320103809', '1320103828', '1320103726']"
4333,False,service,"['1320103726', '1320103828', '1320103809']"
4334,False,service,"['1320103786', '1320104012', '1320103811', '1320103941']"
4335,False,service,"['1320103941', '1320103811', '1320104012', '1320103786']"
4336,False,service,"['1320103995', '1320103997']"
4337,False,service,"['1320103997', '1320103995']"
4338,False,service,"['1320103997', '1320104083']"
4339,False,service,"['1320104083', '1320103997']"
4340,False,service,"['1320104083', '1320103832', '1320103959']"
4341,False,service,"['1320103959', '1320103832', '1320104083']"
4342,False,service,"['1320103959', '1320103580']"
4343,False,service,"['1320103580', '1320103959']"
4344,False,service,"['1320104059', '1320103818']"
4345,False,service,"['1320103818', '1320104059']"
4346,False,service,"['1320103818', '1320103702', '1320103982']"
4347,False,service,"['1320103982', '1320103702', '1320103818']"
4348,False,service,"['1320103982', '1320103859']"
4349,False,service,"['1320103859', '1320103982']"
4350,False,service,"['1320103859', '1320103599']"
4351,False,service,"['1320103599', '1320103859']"
4352,False,service,"['1320103599', '1320103606', '1320103679']"
4353,False,service,"['1320103679', '1320103606', '1320103599']"
4354,False,service,"['1320104077', '1320103938']"
4355,False,service,"['1320103938', '1320104077']"
4356,False,service,"['1320103938', '1320103677']"
4357,False,service,"['1320103677', '1320103938']"
4358,False,residential,"['1404037095', '1324294864']"
4359,False,residential,"['1324294864', '1404037095']"
4360,False,residential,"['1324294864', '1324294881']"
4361,False,residential,"['1324294881', '1324294864']"
4362,False,residential,"['1324294881', '1324295174']"
4363,False,residential,"['1324295174', '1324294881']"
4364,False,residential,"['1324295174', '1324294511']"
4365,False,residential,"['1324294511', '1324295174']"
4366,False,residential,"['1324294511', '1324294520']"
4367,False,residential,"['1324294520', '1324294511']"
4368,False,service,"['1324294589', '1324294579']"
4369,False,service,"['1324294579', '1324294589']"
4370,False,service,"['1324294615', '1324294903', '1324295135']"
4371,False,service,"['1324295135', '1324294903', '1324294615']"
4372,False,service,"['1324295135', '1324295027']"
4373,False,service,"['1324295027', '1324295135']"
4374,False,service,"['1324294236', '1324294723', '1324294810']"
4375,False,service,"['1324294810', '1324294723', '1324294236']"
4376,False,service,"['1324295176', '1324295237', '1324294765', '1324294750', '1324294971', '1324294615']"
4377,False,service,"['1324294615', '1324294971', '1324294750', '1324294765', '1324295237', '1324295176']"
4378,False,service,"['1324294615', '1324294220']"
4379,False,service,"['1324294220', '1324294615']"
4380,False,service,"['1324294834', '1324295239', '1324294308', '1324294249']"
4381,False,service,"['1324294249', '1324294308', '1324295239', '1324294834']"
4382,False,service,"['1324294856', '1324294824', '1324295049']"
4383,False,service,"['1324295049', '1324294824', '1324294856']"
4384,False,residential,"['1324294269', '1324294483', '1324294481']"
4385,False,residential,"['1324294481', '1324294483', '1324294269']"
4386,False,residential,"['1324294481', '1324295149']"
4387,False,residential,"['1324295149', '1324294481']"
4388,False,service,"['1324294448', '1324295024', '1324294285', '1324294454']"
4389,False,service,"['1324294454', '1324294285', '1324295024', '1324294448']"
4390,False,service,"['1324294454', '1324294286']"
4391,False,service,"['1324294286', '1324294454']"
4392,False,service,"['1324294286', '1324294253', '1324294940']"
4393,False,service,"['1324294940', '1324294253', '1324294286']"
4394,False,service,"['1324294350', '1324294303']"
4395,False,service,"['1324294303', '1324294350']"
4396,False,service,"['1324294305', '1324294989']"
4397,False,service,"['1324294989', '1324294305']"
4398,False,service,"['1324294989', '1324295124', '1324295234']"
4399,False,service,"['1324295234', '1324295124', '1324294989']"
4400,False,service,"['1324294320', '1324294266']"
4401,False,service,"['1324294266', '1324294320']"
4402,False,service,"['1324294266', '1324294292']"
4403,False,service,"['1324294292', '1324294266']"
4404,False,service,"['1324294292', '1324294372']"
4405,False,service,"['1324294372', '1324294292']"
4406,False,service,"['1324294372', '1324295234']"
4407,False,service,"['1324295234', '1324294372']"
4408,False,service,"['1324295234', '1324294938']"
4409,False,service,"['1324294938', '1324295234']"
4410,False,service,"['1324294938', '1324294228']"
4411,False,service,"['1324294228', '1324294938']"
4412,False,service,"['1324294228', '1324294572', '1324295231']"
4413,False,service,"['1324295231', '1324294572', '1324294228']"
4414,False,service,"['1324294533', '1324294424']"
4415,False,service,"['1324294424', '1324294533']"
4416,False,service,"['1324294424', '1324294727']"
4417,False,service,"['1324294727', '1324294424']"
4418,False,service,"['1324294727', '1324295206']"
4419,False,service,"['1324295206', '1324294727']"
4420,False,service,"['1324295206', '1324294433']"
4421,False,service,"['1324294433', '1324295206']"
4422,False,service,"['1324294241', '1324295095', '1324294881']"
4423,False,service,"['1324294881', '1324295095', '1324294241']"
4424,False,service,"['1324294686', '1324294753', '1324294376']"
4425,False,service,"['1324294376', '1324294753', '1324294686']"
4426,False,service,"['1324294376', '1324294324']"
4427,False,service,"['1324294324', '1324294376']"
4428,False,service,"['1324294410', '1324294589']"
4429,False,service,"['1324294589', '1324294410']"
4430,False,service,"['1324294589', '1324294898', '476561947']"
4431,False,service,"['476561947', '1324294898', '1324294589']"
4432,False,service,"['1324294933', '1324294208']"
4433,False,service,"['1324294208', '1324294933']"
4434,False,service,"['1324294921', '1324294583']"
4435,False,service,"['1324294583', '1324294921']"
4436,False,service,"['1324295012', '1324294454']"
4437,False,service,"['1324294454', '1324295012']"
4438,False,service,"['1324294939', '1324294303']"
4439,False,service,"['1324294303', '1324294939']"
4440,False,service,"['1324294303', '1324294487']"
4441,False,service,"['1324294487', '1324294303']"
4442,False,service,"['1324294487', '1324295059', '1324295146', '1324294696']"
4443,False,service,"['1324294696', '1324295146', '1324295059', '1324294487']"
4444,False,service,"['1324295135', '1324294461']"
4445,False,service,"['1324294461', '1324295135']"
4446,False,service,"['1324294461', '1324294407', '1324294985']"
4447,False,service,"['1324294985', '1324294407', '1324294461']"
4448,False,service,"['1324294985', '1324294463']"
4449,False,service,"['1324294463', '1324294985']"
4450,False,service,"['1324294463', '1324294551']"
4451,False,service,"['1324294551', '1324294463']"
4452,False,service,"['1324294809', '1324295205']"
4453,False,service,"['1324295205', '1324294809']"
4454,False,residential,"['1319204581', '1319204564', '1319641256']"
4455,False,residential,"['1319641256', '1319204564', '1319204581']"
4456,False,residential,"['1319641256', '1319641217', '1319641364']"
4457,False,residential,"['1319641364', '1319641217', '1319641256']"
4458,False,residential,"['1319641364', '1319641175', '1319641080', '1319204485', '1319204534', '1319641235']"
4459,False,residential,"['1319641235', '1319204534', '1319204485', '1319641080', '1319641175', '1319641364']"
4460,False,residential,"['1319641235', '1319641142']"
4461,False,residential,"['1319641142', '1319641235']"
4462,False,residential,"['1319641142', '654400890']"
4463,False,residential,"['654400890', '1319641142']"
4464,False,residential,"['654400890', '1320104049']"
4465,False,residential,"['1320104049', '654400890']"
4466,False,residential,"['1320104049', '1320103607']"
4467,False,residential,"['1320103607', '1320104049']"
4468,False,residential,"['1320103607', '654401047', '654401048']"
4469,False,residential,"['654401048', '654401047', '1320103607']"
4470,False,residential,"['654401048', '6878239427']"
4471,False,residential,"['6878239427', '654401048']"
4472,False,residential,"['6878239427', '654401049', '476556038']"
4473,False,residential,"['476556038', '654401049', '6878239427']"
4474,False,residential,"['476556038', '654402280']"
4475,False,residential,"['654402280', '476556038']"
4476,False,residential,"['654402280', '1320104074']"
4477,False,residential,"['1320104074', '654402280']"
4478,False,residential,"['1320104074', '654402282']"
4479,False,residential,"['654402282', '1320104074']"
4480,False,residential,"['654402282', '654402283', '1320103922']"
4481,False,residential,"['1320103922', '654402283', '654402282']"
4482,False,residential,"['1320103922', '654402285', '1320103670']"
4483,False,residential,"['1320103670', '654402285', '1320103922']"
4484,False,residential,"['1320103670', '654402287', '654402289', '1320104113']"
4485,False,residential,"['1320104113', '654402289', '654402287', '1320103670']"
4486,False,residential,"['1320104113', '654402291', '1316472004']"
4487,False,residential,"['1316472004', '654402291', '1320104113']"
4488,False,residential,"['1316472004', '654402293', '1320103771']"
4489,False,residential,"['1320103771', '654402293', '1316472004']"
4490,False,residential,"['1320103771', '654402295', '1316472147']"
4491,False,residential,"['1316472147', '654402295', '1320103771']"
4492,False,residential,"['1316472147', '654402297', '654402299', '476557955']"
4493,False,residential,"['476557955', '654402299', '654402297', '1316472147']"
4494,False,residential,"['476557955', '1320103883']"
4495,False,residential,"['1320103883', '476557955']"
4496,False,residential,"['1320103883', '1320104001']"
4497,False,residential,"['1320104001', '1320103883']"
4498,False,residential,"['1320104001', '476557270']"
4499,False,residential,"['476557270', '1320104001']"
4500,False,service,"['1324294456', '1324294508']"
4501,False,service,"['1324294508', '1324294456']"
4502,False,service,"['1324294508', '1324294433']"
4503,False,service,"['1324294433', '1324294508']"
4504,False,service,"['1324294433', '1324294579']"
4505,False,service,"['1324294579', '1324294433']"
4506,False,service,"['1324294579', '1324294866']"
4507,False,service,"['1324294866', '1324294579']"
4508,False,service,"['1324294785', '1324294264']"
4509,False,service,"['1324294264', '1324294785']"
4510,False,service,"['1324294264', '1324295228', '1324295201']"
4511,False,service,"['1324295201', '1324295228', '1324294264']"
4512,False,service,"['1324294461', '1324294283', '1324294594']"
4513,False,service,"['1324294594', '1324294283', '1324294461']"
4514,False,service,"['1324294968', '1324294819', '1324294424']"
4515,False,service,"['1324294424', '1324294819', '1324294968']"
4516,False,service,"['1324294307', '1324294695', '1324294727']"
4517,False,service,"['1324294727', '1324294695', '1324294307']"
4518,False,residential,"['1324294804', '1324294680', '1324294696']"
4519,False,residential,"['1324294696', '1324294680', '1324294804']"
4520,False,residential,"['1324294696', '1324294721', '1324294810']"
4521,False,residential,"['1324294810', '1324294721', '1324294696']"
4522,False,residential,"['1324294810', '1324294975', '1324294864']"
4523,False,residential,"['1324294864', '1324294975', '1324294810']"
4524,False,residential,"['1324294807', '1324294802', '1324295174']"
4525,False,residential,"['1324295174', '1324294802', '1324294807']"
4526,False,residential,"['1324294871', '1324294968']"
4527,False,residential,"['1324294968', '1324294871']"
4528,False,residential,"['1324294968', '1324294307']"
4529,False,residential,"['1324294307', '1324294968']"
4530,False,residential,"['1324294307', '1324294852']"
4531,False,residential,"['1324294852', '1324294307']"
4532,False,residential,"['1324294852', '1324294866']"
4533,False,residential,"['1324294866', '1324294852']"
4534,False,residential,"['1324294866', '1328999502']"
4535,False,residential,"['1328999502', '1324294866']"
4536,False,residential,"['1328999502', '1324295204', '1324294410']"
4537,False,residential,"['1324294410', '1324295204', '1328999502']"
4538,False,residential,"['1324294410', '1576353695', '1324294330']"
4539,False,residential,"['1324294330', '1576353695', '1324294410']"
4540,False,residential,"['1324294395', '1324294289', '1324294686']"
4541,False,residential,"['1324294686', '1324294289', '1324294395']"
4542,False,residential,"['1324294686', '1324294400', '1324294985']"
4543,False,residential,"['1324294985', '1324294400', '1324294686']"
4544,False,residential,"['1324294985', '1324294275', '1324294220']"
4545,False,residential,"['1324294220', '1324294275', '1324294985']"
4546,False,residential,"['1324294220', '1324294218', '1324294893', '1324294397', '1404037095']"
4547,False,residential,"['1404037095', '1324294397', '1324294893', '1324294218', '1324294220']"
4548,False,residential,"['1404037095', '1324294929', '1324294690', '476559405']"
4549,False,residential,"['476559405', '1324294690', '1324294929', '1404037095']"
4550,False,service,"['1324294511', '1324294367', '1324294286']"
4551,False,service,"['1324294286', '1324294367', '1324294511']"
4552,False,service,"['1324295043', '1324294508']"
4553,False,service,"['1324294508', '1324295043']"
4554,False,service,"['1324294481', '1324294518', '1324294375', '1324294900', '1324294645', '1324294609']"
4555,False,service,"['1324294609', '1324294645', '1324294900', '1324294375', '1324294518', '1324294481']"
4556,False,service,"['1324294422', '1324294938']"
4557,False,service,"['1324294938', '1324294422']"
4558,False,service,"['1324294402', '1324294450']"
4559,False,service,"['1324294450', '1324294402']"
4560,False,service,"['1324294450', '1324294292']"
4561,False,service,"['1324294292', '1324294450']"
4562,False,service,"['1324295182', '1324294809']"
4563,False,service,"['1324294809', '1324295182']"
4564,False,service,"['1324294809', '1324295170', '1324294224', '1324294840', '1324294933']"
4565,False,service,"['1324294933', '1324294840', '1324294224', '1324295170', '1324294809']"
4566,False,service,"['1324294933', '1324295091']"
4567,False,service,"['1324295091', '1324294933']"
4568,False,service,"['1324295091', '1324294889', '1324294583']"
4569,False,service,"['1324294583', '1324294889', '1324295091']"
4570,False,service,"['1324294583', '1324294850']"
4571,False,service,"['1324294850', '1324294583']"
4572,False,service,"['1324294850', '481500502']"
4573,False,service,"['481500502', '1324294850']"
4574,False,service,"['1324295132', '1324294228']"
4575,False,service,"['1324294228', '1324295132']"
4576,False,service,"['1324294228', '1324294351', '1324294370']"
4577,False,service,"['1324294370', '1324294351', '1324294228']"
4578,False,service,"['1324294370', '1324294650']"
4579,False,service,"['1324294650', '1324294370']"
4580,False,service,"['1324294787', '1324294420']"
4581,False,service,"['1324294420', '1324294787']"
4582,False,service,"['1324294575', '1324295129']"
4583,False,service,"['1324295129', '1324294575']"
4584,False,service,"['1324295129', '1324294226', '1324294264']"
4585,False,service,"['1324294264', '1324294226', '1324295129']"
4586,False,service,"['1324294264', '1324294370']"
4587,False,service,"['1324294370', '1324294264']"
4588,False,residential,"['1324294458', '1324294885', '1324294787']"
4589,False,residential,"['1324294787', '1324294885', '1324294458']"
4590,False,residential,"['1324294787', '1324294602', '1324294714']"
4591,False,residential,"['1324294714', '1324294602', '1324294787']"
4592,False,service,"['1324294638', '1324294487']"
4593,False,service,"['1324294487', '1324294638']"
4594,False,residential,"['1324295202', '1324294807']"
4595,False,residential,"['1324294807', '1324295202']"
4596,False,residential,"['1324294807', '1324294714']"
4597,False,residential,"['1324294714', '1324294807']"
4598,False,residential,"['1324294714', '1324294917']"
4599,False,residential,"['1324294917', '1324294714']"
4600,False,residential,"['1324294917', '1324294804']"
4601,False,residential,"['1324294804', '1324294917']"
4602,False,residential,"['1324294804', '1324295022']"
4603,False,residential,"['1324295022', '1324294804']"
4604,False,service,"['1324295091', '1324295062', '1324294516']"
4605,False,service,"['1324294516', '1324295062', '1324295091']"
4606,False,service,"['1324294368', '1324294869', '1324294463']"
4607,False,service,"['1324294463', '1324294869', '1324294368']"
4608,False,service,"['1324294543', '1324294516']"
4609,False,service,"['1324294516', '1324294543']"
4610,False,service,"['1324294516', '1324294208']"
4611,False,service,"['1324294208', '1324294516']"
4612,False,service,"['1324294208', '1324295201']"
4613,False,service,"['1324295201', '1324294208']"
4614,False,service,"['1324295201', '1324294650']"
4615,False,service,"['1324294650', '1324295201']"
4616,False,service,"['1324294650', '1324295203']"
4617,False,service,"['1324295203', '1324294650']"
4618,False,service,"['1324295203', '1324295205']"
4619,False,service,"['1324295205', '1324295203']"
4620,False,service,"['1324295205', '1324294230']"
4621,False,service,"['1324294230', '1324295205']"
4622,False,service,"['1324294543', '1324295129']"
4623,False,service,"['1324295129', '1324294543']"
4624,False,service,"['1324295129', '1324294372']"
4625,False,service,"['1324294372', '1324295129']"
4626,False,service,"['1324294850', '1324294779', '1324294493', '1324294776', '1324294575']"
4627,False,service,"['1324294575', '1324294776', '1324294493', '1324294779', '1324294850']"
4628,False,service,"['1324294575', '1324294266']"
