origin_id,lat,lon,id
476559329,31.2179059,121.4879982,103
476559347,31.2180383,121.4908065,104
476559359,31.2173422,121.4935266,105
476559394,31.2171600,121.4855263,106
476559405,31.2171953,121.4939030,107
476559746,31.2183795,121.5014674,108
476559922,31.2194039,121.4852266,109
476559988,31.2174653,121.4865562,110
476559990,31.2167618,121.4868438,111
476560013,31.2146280,121.4872430,112
476560259,31.2210729,121.4804872,113
476560879,31.2220788,121.4943958,114
476561130,31.2231963,121.4994174,115
476561683,31.2160686,121.5020871,116
476561935,31.2116061,121.4970214,117
476561947,31.2149405,121.4927072,118
476561951,31.2150639,121.4912872,119
476562079,31.2114149,121.4969762,120
476562811,31.2140257,121.4934164,121
476792263,31.2328267,121.4823711,122
477444686,31.2147760,121.4887778,123
477444694,31.2147785,121.4886300,124
477445174,31.2144473,121.4872674,125
477618430,31.2310966,121.4750348,126
477618799,31.2314391,121.4757606,127
477619297,31.2321075,121.4771596,128
478373250,31.2202561,121.4765458,129
478373353,31.2212086,121.4771366,130
479284692,31.2302474,121.4784613,131
479286226,31.2317006,121.4763347,132
479286375,31.2287574,121.4787242,133
479286446,31.2298750,121.4777541,134
479288842,31.2295637,121.4771577,135
479288912,31.2285014,121.4780297,136
479290062,31.2281834,121.4772650,137
479291272,31.2283703,121.4789154,138
479292469,31.2292234,121.4765043,139
479297279,31.2208975,121.4785233,140
479297947,31.2137658,121.4816537,141
479297994,31.2139089,121.4815968,142
479299038,31.2236620,121.4745759,143
479299222,31.2272798,121.4751112,144
479302313,31.2264459,121.4704658,145
479319990,31.2226726,121.4753522,146
479322299,31.2243111,121.4756330,147
481387485,31.2285484,121.4906930,148
481389763,31.2272523,121.4905764,149
481389765,31.2271110,121.4909076,150
481389838,31.2271470,121.4909164,151
481389986,31.2269514,121.4926106,152
481390039,31.2269823,121.4927156,153
481390470,31.2275366,121.4834174,154
481390471,31.2278625,121.4850980,155
481390556,31.2255904,121.4767668,156
481390557,31.2253215,121.4758371,157
481390560,31.2260217,121.4782691,158
481390832,31.2263243,121.4788639,159
481390834,31.2266993,121.4796278,160
481390839,31.2277433,121.4833504,161
481391756,31.2250669,121.4817465,162
481392303,31.2271118,121.4809380,163
481394037,31.2274539,121.4822209,164
481394324,31.2274254,121.4821311,165
481394996,31.2295275,121.4815642,166
481395518,31.2245281,121.4808431,167
481396599,31.2281632,121.4787731,168
481397090,31.2244337,121.4769585,169
481397312,31.2248230,121.4788384,170
481397829,31.2252470,121.4802002,171
481433742,31.2297040,121.4828831,172
481439262,31.2262775,121.4784495,173
481498188,31.2189773,121.4843896,174
481498557,31.2164580,121.4857764,175
481499142,31.2196793,121.4840361,176
481499482,31.2197891,121.4842337,177
481500495,31.2149889,121.4846283,178
481500502,31.2158110,121.4863621,179
481500505,31.2159761,121.4870271,180
481500507,31.2163950,121.4882442,181
481500509,31.2163879,121.4883882,182
481500517,31.2153779,121.4962584,183
482729435,31.2238864,121.4945277,184
482730664,31.2206105,121.4955171,185
482731172,31.2148317,121.4829592,186
482731177,31.2139587,121.4831491,187
482731178,31.2141042,121.4831251,188
482731179,31.2153822,121.4826932,189
482731180,31.2146193,121.4814359,190
482731602,31.2143591,121.4851469,191
482731911,31.2160174,121.4836981,192
482731912,31.2178591,121.4823182,193
482732142,31.2209465,121.4835695,194
482732359,31.2164645,121.4808799,195
482732480,31.2174429,121.4826256,196
482732933,31.2207976,121.4785775,197
482732943,31.2228152,121.4795350,198
482732996,31.2232255,121.4804085,199
482732999,31.2237083,121.4812770,200
482733092,31.2268189,121.4762453,201
483090542,31.2204121,121.4821051,202
483091135,31.2214908,121.4813441,203
483098146,31.2237957,121.4796361,204
483098150,31.2249550,121.4792697,205
483098199,31.2211965,121.4807919,206
483098227,31.2201578,121.4814791,207
483098387,31.2197499,121.4829122,208
483098883,31.2204587,121.4825296,209
483099095,31.2193150,121.4831219,210
483099864,31.2195759,121.4855707,211
483099888,31.2202512,121.4850657,212
483103066,31.2135207,121.4786496,213
483103082,31.2133838,121.4786709,214
483103101,31.2167260,121.4789521,215
483103362,31.2133636,121.4773992,216
483103400,31.2131932,121.4774692,217
483106120,31.2149573,121.4768756,218
483106129,31.2153666,121.4781423,219
483106759,31.2182315,121.4761147,220
483108069,31.2142134,121.4784557,221
483108104,31.2145714,121.4812518,222
483108446,31.2186762,121.4773390,223
483108462,31.2190100,121.4782631,224
483110054,31.2231596,121.4751557,225
483110717,31.2238269,121.4770577,226
483113556,31.2264822,121.4754116,227
483113599,31.2257312,121.4733203,228
486193994,31.2156508,121.4657379,229
599406636,31.2218691,121.4865241,230
599406827,31.2178812,121.4878627,231
599406834,31.2203622,121.4871429,232
599406978,31.2255059,121.4846191,233
599407018,31.2275651,121.4835451,234
599407025,31.2263366,121.4841731,235
599408454,31.2320954,121.4825373,236
601145284,31.2164028,121.4807710,237
601145285,31.2138865,121.4813745,238
601145286,31.2137468,121.4814309,239
601145287,31.2237981,121.4769433,240
601145288,31.2225840,121.4772690,241
601145289,31.2179991,121.4799509,242
601145290,31.2170696,121.4804124,243
601145315,31.2275721,121.4757550,244
601145316,31.2267721,121.4760991,245
601145318,31.2255533,121.4766187,246
601145319,31.2228332,121.4771516,247
601145322,31.2194487,121.4791855,248
601145356,31.2254598,121.4763089,249
601662226,31.2285000,121.4751872,250
601663327,31.2285490,121.4753221,251
602393451,31.2229701,121.4943361,252
602393452,31.2282882,121.5095082,253
602393459,31.2230538,121.4943510,254
602393461,31.2283991,121.5094408,255
602393469,31.2301558,121.5144970,256
602393470,31.2236714,121.4920467,257
602393480,31.2300974,121.5145170,258
602393484,31.2228513,121.4946153,259
603758613,31.2276593,121.4954329,260
603837322,31.2033270,121.4853063,261
603837471,31.2033859,121.4854275,262
603884627,31.2138580,121.4823498,263
603884628,31.2139962,121.4822976,264
603884631,31.2149411,121.4819438,265
608700679,31.2141949,121.4852547,266
618167141,31.2135494,121.4940730,267
623414118,31.2146255,121.4894805,268
623414122,31.2147570,121.4894947,269
624739067,31.2303350,121.4815599,270
624739122,31.2307884,121.4828041,271
624783812,31.2208218,121.4783663,272
639305926,31.2188996,121.4818004,273
639305947,31.2211981,121.4803981,274
639308640,31.2232051,121.4835884,275
639308641,31.2229408,121.4832743,276
639308643,31.2239013,121.4862733,277
639308645,31.2237160,121.4847032,278
639308664,31.2236358,121.4839857,279
639308668,31.2228637,121.4833486,280
639308671,31.2236947,121.4862995,281
639308672,31.2235136,121.4847323,282
639308674,31.2212782,121.4814675,283
639308676,31.2220078,121.4828732,284
639308680,31.2224568,121.4839965,285
639308681,31.2223467,121.4840287,286
639308682,31.2212067,121.4815201,287
639308683,31.2209712,121.4809510,288
639308696,31.2215862,121.4812532,289
639308698,31.2226403,121.4806920,290
639308705,31.2206002,121.4856940,291
639308707,31.2225928,121.4860257,292
639308714,31.2252360,121.4832177,293
639309883,31.2231036,121.4850673,294
639309886,31.2230171,121.4857800,295
654393155,31.2145609,121.4820862,296
654393951,31.2152357,121.4824443,297
654394586,31.2167789,121.4813915,298
654397600,31.2172150,121.4822021,299
654397601,31.2176640,121.4819177,300
654397602,31.2186606,121.4813021,301
654400890,31.2181783,121.4938210,302
654401048,31.2184858,121.4930857,303
654402280,31.2189078,121.4927210,304
654402282,31.2190822,121.4923455,305
654402303,31.2190203,121.4875723,306
654403074,31.2184444,121.4858638,307
654405017,31.2175984,121.4927878,308
677735262,31.2288884,121.4943788,309
677736954,31.2345565,121.4880836,310
714068375,31.2049322,121.4914578,311
773662836,31.2284035,121.4898834,312
773662878,31.2273897,121.4886704,313
773662896,31.2281566,121.4885030,314
848690444,31.2309982,121.4827593,315
848690457,31.2305447,121.4819283,316
848690496,31.2293782,121.4797232,317
848690593,31.2294782,121.4799313,318
850269030,31.2345536,121.4880814,319
856909286,31.2135306,121.4874448,320
856909299,31.2137903,121.4914498,321
856909306,31.2139892,121.4873572,322
856909334,31.2140995,121.4894863,323
856909497,31.2103627,121.4893599,324
857780856,31.2198440,121.4752321,325
857780858,31.2215057,121.4743527,326
971168073,31.2142485,121.4771234,327
971168076,31.2136398,121.4733000,328
1315785176,31.2238349,121.4785392,329
1315785184,31.2226411,121.4781382,330
1315785186,31.2289312,121.4817558,331
1315785192,31.2288704,121.4781361,332
1315785194,31.2227924,121.4780830,333
1315785195,31.2249497,121.4779760,334
1315785196,31.2229296,121.4780330,335
1315785197,31.2280894,121.4814862,336
1315785206,31.2250510,121.4768901,337
1315785207,31.2236508,121.4783213,338
1315785208,31.2297800,121.4794190,339
1315785210,31.2243763,121.4774127,340
1315785213,31.2262277,121.4768476,341
1315785214,31.2238166,121.4780135,342
1315785217,31.2276180,121.4816147,343
1315785219,31.2248565,121.4775729,344
1315785230,31.2289406,121.4779545,345
1315785235,31.2275856,121.4820811,346
1315785239,31.2261202,121.4779589,347
1315785242,31.2238900,121.4778043,348
1315785243,31.2242111,121.4779652,349
1315785245,31.2278763,121.4808778,350
1315785248,31.2240689,121.4780082,351
1315785249,31.2260284,121.4776620,352
1315785252,31.2265644,121.4777453,353
1315785253,31.2237249,121.4785607,354
1315785255,31.2223716,121.4777346,355
1315785257,31.2296273,121.4782128,356
1315785261,31.2294385,121.4781330,357
1315785265,31.2258350,121.4781744,358
1315785266,31.2243946,121.4783837,359
1315785274,31.2297488,121.4769991,360
1315785276,31.2233762,121.4773483,361
1315785281,31.2238716,121.4782388,362
1315785282,31.2279232,121.4815382,363
1315785285,31.2285873,121.4772679,364
1315785288,31.2262844,121.4775553,365
1315785289,31.2278763,121.4813553,366
1315785292,31.2293075,121.4787323,367
1315785294,31.2261515,121.4772732,368
1315785296,31.2233448,121.4779620,369
1315785297,31.2295395,121.4780454,370
1315785306,31.2228671,121.4780558,371
1315785310,31.2291895,121.4783491,372
1315785314,31.2235099,121.4783817,373
1315785325,31.2250009,121.4775399,374
1315785327,31.2255368,121.4782871,375
1315785332,31.2258162,121.4770080,376
1315785333,31.2294910,121.4765168,377
1315785337,31.2290896,121.4775328,378
1315785339,31.2291194,121.4784124,379
1315785341,31.2290873,121.4778579,380
1315785344,31.2298932,121.4768824,381
1315785349,31.2266626,121.4766782,382
1315785354,31.2280291,121.4819511,383
1315785362,31.2264209,121.4778452,384
1315785363,31.2296240,121.4785339,385
1315785370,31.2295382,121.4789483,386
1315785380,31.2241102,121.4774717,387
1315785383,31.2223945,121.4782281,388
1315785384,31.2296994,121.4779065,389
1315785387,31.2274727,121.4810173,390
1315785392,31.2269084,121.4769996,391
1315785394,31.2292341,121.4777507,392
1315785401,31.2292514,121.4774041,393
1315785407,31.2236285,121.4776702,394
1315785411,31.2227798,121.4783890,395
1315785414,31.2285910,121.4803963,396
1315785418,31.2278527,121.4819891,397
1315785422,31.2273167,121.4810495,398
1315785427,31.2293155,121.4782398,399
1315785440,31.2287158,121.4771552,400
1315785441,31.2253049,121.4768533,401
1315785445,31.2236102,121.4786036,402
1315785446,31.2225152,121.4781841,403
1315785448,31.2240172,121.4777711,404
1315785451,31.2296653,121.4764632,405
1315785459,31.2274731,121.4816495,406
1315785462,31.2261653,121.4781047,407
1315785464,31.2260653,121.4769109,408
1315785469,31.2240139,121.4782603,409
1315785475,31.2242386,121.4774342,410
1315785476,31.2244280,121.4776640,411
1315785477,31.2257853,121.4785286,412
1315785479,31.2288473,121.4777341,413
1315785485,31.2288259,121.4770157,414
1315785490,31.2231253,121.4779617,415
1315785491,31.2256688,121.4770635,416
1315785495,31.2259314,121.4773483,417
1315785501,31.2290702,121.4784527,418
1315785504,31.2298167,121.4785553,419
1315785508,31.2277516,121.4815816,420
1315785509,31.2226897,121.4781205,421
1315785511,31.2298809,121.4783193,422
1315785524,31.2251991,121.4774969,423
1315785529,31.2247377,121.4775981,424
1315785534,31.2265173,121.4780500,425
1315785535,31.2239846,121.4781527,426
1315785539,31.2248620,121.4769113,427
1315785545,31.2282371,121.4819079,428
1315785549,31.2250873,121.4779545,429
1315785550,31.2273108,121.4816951,430
1315785560,31.2269130,121.4765812,431
1315785561,31.2289317,121.4791374,432
1315785570,31.2229496,121.4782978,433
1315785574,31.2245414,121.4783890,434
1315785577,31.2264956,121.4771606,435
1315785579,31.2254384,121.4768206,436
1315785589,31.2284451,121.4773805,437
1315785593,31.2241566,121.4777348,438
1315785595,31.2239909,121.4775200,439
1315785598,31.2226606,121.4775951,440
1315785600,31.2289667,121.4776284,441
1315785601,31.2288953,121.4767479,442
1315785605,31.2254754,121.4786303,443
1315785606,31.2294314,121.4786296,444
1315785608,31.2242935,121.4776991,445
1315785610,31.2267892,121.4770694,446
1315785611,31.2238304,121.4776326,447
1315785613,31.2245849,121.4769574,448
1315785614,31.2287113,121.4778459,449
1315785618,31.2225046,121.4776702,450
1315785621,31.2247009,121.4769338,451
1315785622,31.2292462,121.4782999,452
1315785623,31.2276195,121.4810495,453
1315785627,31.2227890,121.4775414,454
1315785630,31.2297479,121.4784427,455
1315785635,31.2277212,121.4820388,456
1315785636,31.2248350,121.4780350,457
1315785646,31.2267948,121.4766270,458
1315785647,31.2237668,121.4782780,459
1315785649,31.2263557,121.4767977,460
1316192118,31.2247248,121.4827447,461
1316195130,31.2239415,121.4819943,462
1316196935,31.2243220,121.4821278,463
1316196939,31.2244996,121.4826447,464
1316196943,31.2234679,121.4836727,465
1316196944,31.2236142,121.4831162,466
1316196945,31.2231789,121.4833294,467
1316196946,31.2244771,121.4817254,468
1316196948,31.2232591,121.4832901,469
1316196949,31.2239275,121.4829539,470
1316196952,31.2279348,121.4791593,471
1316196954,31.2222692,121.4822423,472
1316196957,31.2230046,121.4827017,473
1316196959,31.2237989,121.4839110,474
1316196960,31.2287109,121.4797409,475
1316196961,31.2232844,121.4817093,476
1316196963,31.2244643,121.4820795,477
1316196971,31.2233624,121.4814143,478
1316196972,31.2248629,121.4833999,479
1316196978,31.2250254,121.4826097,480
1316196980,31.2234736,121.4831851,481
1316196981,31.2246560,121.4816450,482
1316196982,31.2232064,121.4825247,483
1316196983,31.2235092,121.4813875,484
1316196984,31.2241915,121.4837278,485
1316196985,31.2240820,121.4828704,486
1316196988,31.2245738,121.4826046,487
1316196990,31.2240496,121.4837961,488
1316196992,31.2243899,121.4834689,489
1316196994,31.2233348,121.4824282,490
1316196995,31.2249101,121.4826615,491
1316196998,31.2237508,121.4830493,492
1316196999,31.2246973,121.4821975,493
1316197000,31.2239163,121.4838572,494
1316197001,31.2249194,121.4814160,495
1316197003,31.2246422,121.4825676,496
1316198732,31.2230647,121.4817827,497
1316198736,31.2220042,121.4810262,498
1316198738,31.2229277,121.4813022,499
1316198740,31.2225043,121.4807524,500
1316198742,31.2225275,121.4810710,501
1316198744,31.2227407,121.4819590,502
1316198747,31.2221453,121.4809522,503
1316198748,31.2223098,121.4815959,504
1316198754,31.2218511,121.4805170,505
1316198756,31.2221559,121.4803414,506
1316198759,31.2223620,121.4808383,507
1316198763,31.2223033,121.4802717,508
1316198765,31.2247611,121.4815599,509
1316198767,31.2222765,121.4808832,510
1316198769,31.2235848,121.4809898,511
1316198771,31.2222740,121.4812757,512
1316198773,31.2225817,121.4807206,513
1316198775,31.2221712,121.4813406,514
1316198781,31.2219741,121.4818441,515
1316198784,31.2225963,121.4808778,516
1316198786,31.2225181,121.4814969,517
1316198788,31.2223944,121.4811997,518
1316198793,31.2241881,121.4816879,519
1316198794,31.2224069,121.4815498,520
1316198796,31.2222010,121.4809229,521
1316198798,31.2228038,121.4813611,522
1316198800,31.2219999,121.4804272,523
1316198801,31.2238850,121.4818205,524
1316198803,31.2226602,121.4814294,525
1316198811,31.2229012,121.4818625,526
1316198813,31.2217917,121.4816126,527
1316198815,31.2220365,121.4810093,528
1316236320,31.2246236,121.4813016,529
1316236330,31.2206465,121.4823208,530
1316236331,31.2185317,121.4869825,531
1316236332,31.2196969,121.4847777,532
1316236333,31.2181004,121.4866177,533
1316236336,31.2190409,121.4828572,534
1316236338,31.2232824,121.4841507,535
1316236342,31.2214170,121.4866231,536
1316236344,31.2224366,121.4832548,537
1316236347,31.2240908,121.4819171,538
1316236349,31.2221486,121.4853973,539
1316236352,31.2205944,121.4819709,540
1316236353,31.2186097,121.4830289,541
1316236355,31.2187719,121.4868354,542
1316236359,31.2202612,121.4842949,543
1316236361,31.2185775,121.4824388,544
1316236363,31.2202061,121.4865050,545
1316236365,31.2240366,121.4803536,546
1316236367,31.2187427,121.4829967,547
1316236368,31.2176237,121.4864623,548
1316236371,31.2220132,121.4863349,549
1316236374,31.2212317,121.4821879,550
1316236378,31.2215188,121.4857699,551
1316236380,31.2192290,121.4862046,552
1316236381,31.2212815,121.4833497,553
1316236383,31.2197924,121.4863156,554
1316236385,31.2211497,121.4830901,555
1316236386,31.2207330,121.4859013,556
1316236387,31.2220870,121.4859793,557
1316236389,31.2181280,121.4867947,558
1316236392,31.2224297,121.4836719,559
1316236399,31.2234174,121.4813498,560
1316236404,31.2231349,121.4812037,561
1316236406,31.2189841,121.4855054,562
1316236407,31.2210033,121.4828229,563
1316236408,31.2178528,121.4863433,564
1316236410,31.2185913,121.4869235,565
1316236411,31.2237495,121.4805293,566
1316236413,31.2221903,121.4823161,567
1316236421,31.2208744,121.4838910,568
1316236422,31.2183348,121.4828108,569
1316236423,31.2213534,121.4852572,570
1316236424,31.2191363,121.4843095,571
1316236425,31.2207723,121.4839583,572
1316236426,31.2200333,121.4861564,573
1316236427,31.2188666,121.4829323,574
1316236428,31.2192974,121.4850137,575
1316236430,31.2233473,121.4811027,576
1316236432,31.2215136,121.4838228,577
1316236439,31.2207923,121.4823627,578
1316236440,31.2225056,121.4855429,579
1316236442,31.2198929,121.4826403,580
1316236443,31.2178619,121.4867411,581
1316236444,31.2184512,121.4864749,582
1316236445,31.2238537,121.4812021,583
1316236446,31.2211804,121.4834161,584
1316236448,31.2237293,121.4808885,585
1316236454,31.2203162,121.4864353,586
1316236456,31.2204401,121.4863227,587
1316236461,31.2197979,121.4820119,588
1316236462,31.2205112,121.4816440,589
1316236467,31.2222889,121.4830396,590
1316236471,31.2208767,121.4817630,591
1316236473,31.2199902,121.4841183,592
1316236474,31.2227017,121.4839838,593
1316236476,31.2225725,121.4846232,594
1316236478,31.2188574,121.4821760,595
1316236479,31.2220778,121.4839033,596
1316236481,31.2207998,121.4829645,597
1316236485,31.2207785,121.4836659,598
1316236490,31.2201112,121.4843748,599
1316236492,31.2208130,121.4818100,600
1316236495,31.2225641,121.4844129,601
1316236497,31.2209019,121.4828935,602
1316236501,31.2199645,121.4828015,603
1316236504,31.2206376,121.4819391,604
1316236506,31.2234587,121.4806967,605
1316236508,31.2201549,121.4860805,606
1316236510,31.2230198,121.4812584,607
1316236512,31.2199446,121.4869449,608
1316236519,31.2194400,121.4827070,609
1316236520,31.2186036,121.4857580,610
1316236521,31.2223702,121.4815672,611
1316236522,31.2212359,121.4826610,612
1316236524,31.2224310,121.4840040,613
1316236527,31.2244270,121.4809067,614
1316236529,31.2241397,121.4810547,615
1316236531,31.2200869,121.4819077,616
1316236539,31.2228885,121.4799541,617
1316236544,31.2212673,121.4830035,618
1316236546,31.2217338,121.4852498,619
1316236550,31.2233531,121.4797622,620
1316236561,31.2243530,121.4827239,621
1316236563,31.2189400,121.4825407,622
1316236565,31.2210104,121.4816646,623
1316236566,31.2194423,121.4841555,624
1316236570,31.2207475,121.4818582,625
1316236571,31.2229036,121.4840321,626
1316236573,31.2211053,121.4824335,627
1316236588,31.2210365,121.4822189,628
1316236590,31.2221793,121.4845043,629
1316236592,31.2191232,121.4866766,630
1316236593,31.2195100,121.4874215,631
1316236596,31.2198639,121.4828523,632
1316236597,31.2192912,121.4842315,633
1316236599,31.2215359,121.4827067,634
1316236610,31.2195632,121.4829990,635
1316236612,31.2243958,121.4827008,636
1316236614,31.2208099,121.4839334,637
1316236621,31.2223742,121.4802319,638
1316236625,31.2225687,121.4818595,639
1316236639,31.2214556,121.4823577,640
1316236640,31.2198300,121.4824603,641
1316236642,31.2215935,121.4848206,642
1316236644,31.2179720,121.4866606,643
1316236647,31.2223007,121.4844425,644
1316236650,31.2215739,121.4851293,645
1316236653,31.2234065,121.4810746,646
1316236659,31.2195593,121.4848528,647
1316236660,31.2245339,121.4835606,648
1316236661,31.2235091,121.4797032,649
1316236663,31.2211328,121.4822403,650
1316236665,31.2206686,121.4840265,651
1316236669,31.2228243,121.4806037,652
1316236673,31.2239974,121.4803793,653
1316236681,31.2177248,121.4864005,654
1316236682,31.2199231,121.4844750,655
1316236683,31.2242018,121.4812694,656
1316236685,31.2199951,121.4825890,657
1316236686,31.2213393,121.4825890,658
1316236688,31.2230458,121.4839623,659
1316236692,31.2245254,121.4817037,660
1316236693,31.2246282,121.4833079,661
1316236698,31.2216604,121.4837370,662
1316236699,31.2224382,121.4847107,663
1316236700,31.2210548,121.4850620,664
1316236701,31.2199889,121.4819300,665
1316236702,31.2225962,121.4835975,666
1316236704,31.2194303,121.4860856,667
1316236706,31.2204435,121.4841748,668
1316236708,31.2194426,121.4849245,669
1316236715,31.2236146,121.4797140,670
1316236717,31.2210539,121.4837728,671
1316236718,31.2212925,121.4824867,672
1316236721,31.2214189,121.4827718,673
1316236722,31.2214016,121.4832709,674
1316236723,31.2213706,121.4829274,675
1316236724,31.2187876,121.4826081,676
1316236732,31.2229447,121.4805427,677
1316236736,31.2218172,121.4855374,678
1316236739,31.2231966,121.4817386,679
1316236744,31.2185028,121.4827339,680
1316236745,31.2197872,121.4826933,681
1316236747,31.2219931,121.4854631,682
1316236756,31.2209401,121.4813713,683
1316236759,31.2199327,121.4872820,684
1316236763,31.2218273,121.4825372,685
1316236764,31.2225399,121.4801424,686
1316236765,31.2241330,121.4805935,687
1316236767,31.2187335,121.4823315,688
1316236768,31.2218930,121.4846677,689
1316236770,31.2208622,121.4820740,690
1316236784,31.2215589,121.4820142,691
1316236785,31.2215503,121.4858989,692
1316236787,31.2209356,121.4820740,693
1316236792,31.2231172,121.4804615,694
1316236794,31.2227453,121.4800314,695
1316236804,31.2223934,121.4835834,696
1316236806,31.2199630,121.4850620,697
1316236807,31.2190925,121.4854334,698
1316236808,31.2216329,121.4829538,699
1316236810,31.2245466,121.4812299,700
1316236811,31.2242477,121.4807115,701
1316236812,31.2210414,121.4816418,702
1316236814,31.2183940,121.4869932,703
1316236825,31.2181920,121.4828943,704
1316236828,31.2214585,121.4828626,705
1316236831,31.2209723,121.4851586,706
1316236839,31.2205405,121.4820105,707
1316236841,31.2210336,121.4831756,708
1316236842,31.2204197,121.4817256,709
1316236843,31.2214952,121.4856736,710
1316236844,31.2181553,121.4861914,711
1316236849,31.2207016,121.4822028,712
1316236850,31.2191969,121.4857701,713
1316236853,31.2197107,121.4825300,714
1316236855,31.2251926,121.4832389,715
1316236857,31.2194737,121.4853663,716
1316236858,31.2214127,121.4839677,717
1316236861,31.2220824,121.4837316,718
1316236862,31.2221262,121.4837142,719
1316236871,31.2211339,121.4815737,720
1316236873,31.2228671,121.4805835,721
1316236875,31.2241352,121.4802888,722
1316236877,31.2208392,121.4821652,723
1316236879,31.2206766,121.4830522,724
1316236883,31.2208275,121.4833275,725
1316236887,31.2218558,121.4829729,726
1316236889,31.2196185,121.4864362,727
1316236896,31.2193253,121.4858238,728
1316236898,31.2205501,121.4837970,729
1316236904,31.2232889,121.4814142,730
1316236909,31.2202632,121.4860128,731
1316236911,31.2197164,121.4852154,732
1316236913,31.2221375,121.4849225,733
1316236924,31.2207603,121.4847645,734
1316236925,31.2222738,121.4848178,735
1316236926,31.2215962,121.4831432,736
1316236927,31.2189632,121.4862598,737
1316236928,31.2215595,121.4853410,738
1316236929,31.2199179,121.4862285,739
1316236930,31.2216466,121.4858989,740
1316236932,31.2227410,121.4806401,741
1316236934,31.2200685,121.4817951,742
1316236948,31.2214618,121.4851943,743
1316236951,31.2206465,121.4826909,744
1316236955,31.2223760,121.4861520,745
1316236957,31.2228902,121.4844164,746
1316236961,31.2201832,121.4824603,747
1316236963,31.2211390,121.4859555,748
1316236968,31.2221978,121.4849907,749
1316236974,31.2182661,121.4865502,750
1316236976,31.2210790,121.4834825,751
